DATE,AED,AUD,BDT,BHD,CAD,CHF,CNY,DKK,EUR,GBP,HKD,JPY,KRW,KWD,MYR,NOK,NZD,OMR,PKR,QAR,SAR,SEK,SGD,THB,TRY,USD,ZAR
2020-06-10,20.04,51.86,0.0,194.78,55.71,78.35,0.0,11.35,84.6,95.11,9.63,69.29,0.0,239.11,0.0,8.07,48.63,191.23,0.0,20.22,19.62,8.12,53.82,0.0,0.0,75.1,4.43
2020-06-11,20.11,51.77,0.0,195.43,55.65,79.11,0.0,11.41,84.99,95.09,9.66,69.97,0.0,240.2,0.0,8.0,48.56,191.87,0.0,20.28,19.68,8.13,53.98,0.0,0.0,75.35,4.43
2020-06-12,20.19,51.29,0.0,196.21,55.26,79.38,0.0,11.39,84.88,94.56,9.7,70.03,0.0,241.15,0.0,7.81,48.23,192.64,0.0,20.36,19.76,8.07,54.06,0.0,0.0,75.65,4.32
2020-06-16,20.2,51.85,0.0,196.34,55.42,79.14,0.0,11.44,85.16,95.04,9.7,70.01,0.0,241.27,0.0,7.91,48.45,192.76,0.0,20.38,19.78,8.11,54.09,0.0,0.0,75.7,4.34
2020-06-17,20.25,51.63,0.0,196.78,55.66,79.2,0.0,11.39,84.9,94.72,9.73,70.22,0.0,241.5,0.0,7.86,48.52,193.2,0.0,20.42,19.83,8.04,54.12,0.0,0.0,75.87,4.31
2020-06-18,20.22,51.55,0.0,196.47,55.49,79.15,0.0,11.36,84.61,94.5,9.71,70.39,0.0,241.21,0.0,7.91,48.4,192.89,0.0,20.39,19.79,8.08,54.09,0.0,0.0,75.75,4.31
2020-06-19,20.24,51.54,0.0,196.73,55.45,79.13,0.0,11.34,84.46,93.71,9.72,70.47,0.0,241.67,0.0,7.92,48.32,193.14,0.0,20.42,19.82,8.01,54.12,0.0,0.0,75.85,4.26
2020-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-22,20.23,51.51,0.0,197.09,55.47,79.04,0.0,11.31,84.29,93.23,9.72,70.42,0.0,241.36,0.0,7.83,48.32,193.01,0.0,20.4,19.8,7.99,54.03,0.0,0.0,75.8,4.29
2020-06-23,20.14,51.65,0.0,195.69,55.4,79.01,0.0,11.34,84.43,93.56,9.67,69.91,0.0,240.24,0.0,7.81,48.44,192.12,0.0,20.31,19.71,8.01,53.82,0.0,0.0,75.45,4.27
2020-06-24,20.08,51.73,0.0,195.14,55.2,79.03,0.0,11.36,84.57,93.6,9.65,70.11,0.0,239.74,0.0,7.87,48.3,191.59,0.0,20.25,19.66,8.07,53.92,0.0,0.0,75.24,4.28
2020-06-25,20.1,51.22,0.0,195.38,54.91,78.76,0.0,11.29,84.11,92.92,9.66,69.78,0.0,239.68,0.0,7.73,47.99,191.83,0.0,20.28,19.68,7.99,53.81,0.0,0.0,75.33,4.24
2020-06-26,20.05,51.24,0.0,194.86,54.78,78.59,0.0,11.24,83.73,92.79,9.63,69.61,0.0,239.02,0.0,7.74,48.01,191.31,0.0,20.22,19.63,8.02,53.7,0.0,0.0,75.13,4.3
2020-06-29,20.07,51.22,0.0,195.09,54.75,78.76,0.0,11.28,83.98,92.48,9.64,69.7,0.0,239.59,0.0,7.73,47.99,191.55,0.0,20.25,19.66,8.04,53.67,0.0,0.0,75.22,4.26
2020-06-30,20.04,51.2,0.0,194.73,54.64,78.25,0.0,11.26,83.79,91.82,9.63,69.2,0.0,239.11,0.0,7.72,47.86,191.19,0.0,20.21,19.62,8.0,53.59,0.0,0.0,75.08,4.26
2020-07-01,20.05,51.34,0.0,195.32,55.01,78.66,0.0,11.25,83.76,92.36,9.63,69.29,0.0,239.15,0.0,7.77,48.08,191.28,0.0,20.22,19.63,8.01,53.6,0.0,0.0,75.12,4.24
2020-07-02,19.86,51.08,0.0,192.97,54.45,78.23,0.0,11.21,83.48,92.63,9.54,68.81,0.0,236.98,0.0,7.84,48.1,189.45,0.0,20.03,19.44,8.0,53.16,0.0,0.0,74.4,4.31
2020-07-03,19.89,51.22,0.0,193.69,54.6,78.09,0.0,11.16,83.14,92.23,9.55,68.82,0.0,237.26,0.0,7.78,48.24,189.71,0.0,20.05,19.47,7.95,53.14,0.0,0.0,74.5,4.31
2020-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-08,19.91,51.29,0.0,193.97,54.51,78.57,0.0,11.23,83.63,93.1,9.56,68.92,0.0,237.24,0.0,7.82,48.45,189.94,0.0,20.08,19.5,8.03,53.17,0.0,0.0,74.6,4.27
2020-07-09,19.9,51.59,0.0,193.82,54.88,78.93,0.0,11.3,84.17,93.6,9.56,69.01,0.0,237.42,0.0,7.93,48.68,189.83,0.0,20.07,19.48,8.09,53.33,0.0,0.0,74.55,4.32
2020-07-10,19.94,51.41,0.0,194.26,54.64,78.69,0.0,11.24,83.65,93.51,9.58,69.33,0.0,237.96,0.0,7.83,48.61,190.27,0.0,20.11,19.53,8.03,53.31,0.0,0.0,74.72,4.34
2020-07-13,19.96,51.65,0.0,194.48,54.8,78.94,0.0,11.31,84.15,94.1,9.59,69.52,0.0,238.21,0.0,7.91,48.77,190.46,0.0,20.14,19.55,8.11,53.58,0.0,0.0,74.8,4.38
2020-07-14,19.98,51.47,0.0,194.67,54.65,78.85,0.0,11.34,84.34,93.44,9.6,69.37,0.0,238.43,0.0,7.86,48.55,190.65,0.0,20.15,19.57,8.1,53.44,0.0,0.0,74.87,4.35
2020-07-15,20.0,51.9,0.0,194.88,54.79,79.06,0.0,11.4,84.84,93.65,9.61,69.39,0.0,238.69,0.0,7.96,48.72,190.86,0.0,20.18,19.59,8.2,53.59,0.0,0.0,74.95,4.4
2020-07-16,19.96,51.8,0.0,194.49,55.06,78.49,0.0,11.39,84.71,93.35,9.59,69.45,0.0,238.19,0.0,7.98,48.69,190.48,0.0,20.14,19.55,8.17,53.43,0.0,0.0,74.8,4.4
2020-07-17,19.97,51.78,0.0,194.54,54.78,78.56,0.0,11.37,84.63,93.46,9.59,69.31,0.0,238.31,0.0,8.01,48.56,190.55,0.0,20.14,19.56,8.2,53.49,0.0,0.0,74.83,4.38
2020-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-20,19.9,51.59,0.0,193.84,54.56,78.76,0.0,11.38,84.73,92.85,9.55,69.0,0.0,237.48,0.0,7.99,48.46,189.81,0.0,20.07,19.49,8.21,53.31,0.0,0.0,74.55,4.36
2020-07-21,19.84,51.71,0.0,193.32,54.69,78.55,0.0,11.36,84.5,93.57,9.53,68.84,0.0,236.93,0.0,8.02,48.48,189.33,0.0,20.01,19.43,8.24,53.16,0.0,0.0,74.35,4.39
2020-07-22,19.8,52.5,0.0,192.93,54.88,78.94,0.0,11.43,85.07,93.86,9.51,68.98,0.0,236.8,0.0,8.11,48.93,188.94,0.0,19.97,19.4,8.32,53.34,0.0,0.0,74.2,4.43
2020-07-23,19.82,52.57,0.0,192.85,55.06,79.28,0.0,11.48,85.39,94.0,9.52,68.83,0.0,237.18,0.0,8.06,49.15,188.93,0.0,19.99,19.4,8.32,53.34,0.0,0.0,74.25,4.42
2020-07-24,19.89,52.39,0.0,193.76,55.26,79.96,0.0,11.55,85.96,94.38,9.55,69.55,0.0,238.11,0.0,8.05,49.0,189.75,0.0,20.06,19.48,8.37,53.5,0.0,0.0,74.52,4.38
2020-07-27,19.89,52.63,0.0,193.69,55.31,80.41,0.0,11.64,86.61,95.02,9.55,70.07,0.0,238.31,0.0,8.14,49.28,189.69,0.0,20.05,19.48,8.43,53.66,0.0,0.0,74.5,4.41
2020-07-28,19.87,52.64,0.0,193.58,55.35,80.1,0.0,11.66,86.73,95.15,9.54,70.03,0.0,238.2,0.0,8.11,49.21,189.58,0.0,20.04,19.46,8.44,53.68,0.0,0.0,74.45,4.44
2020-07-29,19.87,52.86,0.0,193.59,55.35,80.49,0.0,11.66,86.77,95.67,9.54,70.37,0.0,238.3,0.0,8.13,49.17,189.57,0.0,20.04,19.46,8.44,53.74,0.0,0.0,74.45,4.43
2020-07-30,19.86,52.91,0.0,193.51,55.43,80.85,0.0,11.7,87.03,96.04,9.54,70.33,0.0,238.36,0.0,8.18,49.08,189.49,0.0,20.03,19.45,8.48,53.81,0.0,0.0,74.42,4.4
2020-07-31,19.84,53.12,0.0,193.33,55.03,81.35,0.0,11.8,87.84,97.06,9.53,70.78,0.0,238.49,0.0,8.17,49.41,189.32,0.0,20.01,19.43,8.53,53.96,0.0,0.0,74.35,4.35
2020-08-03,19.88,52.67,0.0,193.72,55.23,80.76,0.0,11.7,87.13,96.96,9.55,69.87,0.0,238.73,0.0,8.12,49.02,189.7,0.0,20.05,19.47,8.43,53.85,0.0,0.0,74.5,4.28
