DATE,AED,AUD,BDT,BHD,CAD,CHF,CNY,DKK,EUR,GBP,HKD,JPY,KRW,KWD,MYR,NOK,NZD,OMR,PKR,QAR,SAR,SEK,SGD,THB,TRY,USD,ZAR
2022-06-21,20.71,53.62,0.0,201.78,59.55,79.63,0.0,10.92,81.13,94.67,9.82,57.15,0.0,247.83,0.0,7.82,48.85,197.6,0.0,20.76,20.28,7.65,55.67,0.0,0.0,77.6,4.76
2022-06-22,20.74,53.32,0.0,202.1,59.58,79.84,0.0,10.92,81.1,94.59,9.84,56.78,0.0,247.89,0.0,7.81,48.34,197.9,0.0,20.79,20.31,7.62,55.69,0.0,0.0,77.72,4.76
2022-06-23,20.78,53.17,0.0,202.43,59.7,80.38,0.0,11.0,81.74,94.86,9.86,57.14,0.0,248.84,0.0,7.79,48.38,198.23,0.0,20.82,20.34,7.67,55.75,0.0,0.0,77.85,4.79
2022-06-24,20.77,53.2,0.0,202.38,59.57,80.36,0.0,10.95,81.37,94.95,9.85,57.48,0.0,248.85,0.0,7.77,48.57,198.18,0.0,20.81,20.33,7.62,55.73,0.0,0.0,77.83,4.79
2022-06-27,20.77,53.31,0.0,202.38,60.1,80.65,0.0,10.98,81.57,94.95,9.85,57.4,0.0,248.71,0.0,7.85,48.68,198.18,0.0,20.81,20.33,7.64,55.85,0.0,0.0,77.83,4.82
2022-06-28,20.88,53.88,0.0,203.46,60.54,81.26,0.0,11.06,82.2,95.43,9.91,57.44,0.0,250.03,0.0,7.97,48.91,199.25,0.0,20.88,20.44,7.73,56.17,0.0,0.0,78.25,4.85
2022-06-29,20.94,53.7,0.0,203.99,60.58,81.38,0.0,11.04,81.98,95.16,9.93,57.29,0.0,250.48,0.0,7.94,48.64,199.76,0.0,20.97,20.49,7.69,56.22,0.0,0.0,78.45,4.78
2022-06-30,20.95,53.62,0.0,204.12,60.57,81.64,0.0,10.97,81.48,94.67,9.94,57.14,0.0,250.65,0.0,7.9,48.43,199.89,0.0,20.93,20.51,7.64,56.11,0.0,0.0,78.5,4.74
2022-07-01,20.97,53.24,0.0,204.36,60.5,81.57,0.0,10.99,81.58,94.7,9.95,57.82,0.0,251.01,0.0,7.89,48.29,200.12,0.0,21.04,20.53,7.62,56.12,0.0,0.0,78.6,4.71
2022-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04,20.96,52.94,0.0,204.23,60.53,81.26,0.0,10.95,81.33,94.41,9.95,57.83,0.0,250.68,0.0,7.86,48.34,199.99,0.0,21.02,20.52,7.57,55.94,0.0,0.0,78.55,4.71
2022-07-05,20.97,53.52,0.0,204.36,60.71,81.1,0.0,10.95,81.38,94.58,9.95,57.38,0.0,250.77,0.0,7.94,48.41,199.97,0.0,21.01,20.53,7.56,55.98,0.0,0.0,78.6,4.72
2022-07-06,21.04,53.14,0.0,205.01,60.11,80.82,0.0,10.81,80.34,93.7,9.98,57.92,0.0,251.28,0.0,7.79,48.21,200.75,0.0,21.09,20.59,7.46,55.86,0.0,0.0,78.85,4.67
2022-07-07,21.03,53.26,0.0,204.88,60.26,80.52,0.0,10.75,79.81,93.72,9.98,57.57,0.0,250.93,0.0,7.77,48.3,200.63,0.0,21.07,20.58,7.46,55.92,0.0,0.0,78.8,4.6
2022-07-08,21.06,53.21,0.0,205.15,60.22,80.01,0.0,10.65,79.05,93.6,9.99,57.77,0.0,251.13,0.0,7.73,48.12,200.88,0.0,21.03,20.6,7.4,55.87,0.0,0.0,78.9,4.59
2022-07-11,21.05,53.29,0.0,205.14,60.41,80.01,0.0,10.7,79.44,93.92,9.99,57.25,0.0,251.24,0.0,7.73,48.28,200.88,0.0,21.09,20.6,7.43,56.03,0.0,0.0,78.9,4.56
2022-07-12,21.12,52.67,0.0,205.79,60.41,79.9,0.0,10.6,78.7,93.35,10.02,57.37,0.0,251.82,0.0,7.7,47.96,201.52,0.0,21.08,20.67,7.39,55.93,0.0,0.0,79.15,4.53
2022-07-13,21.12,53.06,0.0,205.79,60.46,80.02,0.0,10.62,78.86,93.7,10.02,57.41,0.0,251.58,0.0,7.68,48.12,201.52,0.0,21.14,20.67,7.46,55.99,0.0,0.0,79.15,4.57
2022-07-14,21.17,53.32,0.0,206.31,60.77,80.22,0.0,10.64,79.06,93.66,10.04,57.18,0.0,252.14,0.0,7.73,48.24,202.03,0.0,21.19,20.72,7.46,56.55,0.0,0.0,79.35,4.59
2022-07-15,21.23,53.09,0.0,206.83,60.28,80.3,0.0,10.66,79.14,93.5,10.07,56.91,0.0,252.77,0.0,7.73,48.32,202.54,0.0,21.23,20.77,7.48,56.35,0.0,0.0,79.55,4.55
2022-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,21.19,53.55,0.0,206.44,60.72,80.8,0.0,10.72,79.63,93.84,10.05,57.08,0.0,252.46,0.0,7.79,48.67,202.15,0.0,21.16,20.73,7.55,56.51,0.0,0.0,79.4,4.56
2022-07-19,21.23,54.13,0.0,206.85,61.04,81.2,0.0,10.85,80.61,94.77,10.07,57.38,0.0,253.42,0.0,7.91,48.96,202.54,0.0,21.21,20.76,7.69,56.81,0.0,0.0,79.55,4.57
2022-07-20,21.23,54.48,0.0,206.8,61.44,81.49,0.0,10.88,80.84,95.04,10.07,57.28,0.0,253.37,0.0,8.0,49.43,202.51,0.0,21.2,20.76,7.75,56.87,0.0,0.0,79.54,4.56
2022-07-21,21.24,54.33,0.0,206.98,61.44,81.35,0.0,10.85,80.63,94.76,10.08,57.21,0.0,253.33,0.0,7.96,49.15,202.69,0.0,21.24,20.76,7.75,56.86,0.0,0.0,79.61,4.55
2022-07-22,21.21,54.4,0.0,206.65,61.27,81.38,0.0,10.81,80.34,94.49,10.06,57.41,0.0,253.12,0.0,7.92,49.03,202.36,0.0,21.21,20.73,7.73,56.83,0.0,0.0,79.48,4.57
2022-07-25,21.2,54.38,0.0,206.57,61.08,81.85,0.0,10.84,80.51,94.65,10.06,58.02,0.0,253.09,0.0,7.95,49.09,202.28,0.0,21.22,20.72,7.73,56.93,0.0,0.0,79.45,4.62
2022-07-26,21.17,54.73,0.0,206.26,61.44,81.65,0.0,10.84,80.55,95.14,10.04,57.79,0.0,252.89,0.0,8.04,49.34,201.98,0.0,21.17,20.69,7.75,56.94,0.0,0.0,79.33,4.64
2022-07-27,21.19,54.44,0.0,206.49,61.32,81.91,0.0,10.76,79.97,95.05,10.05,57.68,0.0,253.17,0.0,8.0,49.08,202.2,0.0,21.11,20.72,7.67,56.84,0.0,0.0,79.42,4.6
2022-07-29,21.04,54.83,0.0,205.0,61.21,82.13,0.0,10.77,80.02,95.67,9.98,59.03,0.0,251.92,0.0,8.1,49.35,200.74,0.0,20.97,20.58,7.73,56.88,0.0,0.0,78.85,4.7
2022-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,20.88,54.03,0.0,203.48,60.47,81.68,0.0,10.73,79.78,95.23,9.91,59.54,0.0,250.17,0.0,8.06,48.98,199.25,0.0,20.91,20.42,7.68,56.46,0.0,0.0,78.25,4.64
2022-08-03,20.96,53.92,0.0,204.2,60.67,81.3,0.0,10.69,79.36,95.15,9.94,58.61,0.0,250.91,0.0,8.02,48.73,199.99,0.0,20.97,20.48,7.64,56.56,0.0,0.0,78.55,4.61
2022-08-04,21.15,54.72,0.0,206.02,61.31,81.78,0.0,10.78,80.11,95.8,10.03,58.78,0.0,253.01,0.0,8.11,49.53,201.78,0.0,21.15,20.67,7.73,57.13,0.0,0.0,79.25,4.64
2022-08-05,21.04,54.4,0.0,204.99,60.88,81.74,0.0,10.77,80.02,95.2,9.98,58.82,0.0,251.9,0.0,8.04,49.24,200.74,0.0,20.97,20.56,7.74,56.99,0.0,0.0,78.85,4.65
2022-08-10,21.13,54.59,0.0,205.87,61.04,82.34,0.0,10.81,80.24,95.04,10.02,58.32,0.0,253.04,0.0,8.1,49.36,201.59,0.0,21.07,20.64,7.75,57.1,0.0,0.0,79.18,4.67
2022-08-11,21.09,55.45,0.0,205.53,61.49,83.16,0.0,10.87,80.78,95.88,10.01,59.1,0.0,252.68,0.0,8.26,50.23,201.26,0.0,21.13,20.61,7.82,57.32,0.0,0.0,79.05,4.78
2022-08-17,21.04,54.64,0.0,205.03,60.98,82.39,0.0,10.73,79.64,94.82,10.0,58.45,0.0,251.93,0.0,8.11,49.6,200.78,0.0,20.98,20.59,7.59,56.85,0.0,0.0,78.86,4.71
2022-08-18,21.13,54.36,0.0,205.92,60.92,82.58,0.0,10.77,79.98,94.83,10.03,58.38,0.0,252.91,0.0,8.11,49.34,201.64,0.0,21.08,20.68,7.58,56.95,0.0,0.0,79.2,4.66
2022-08-19,21.17,54.31,0.0,206.31,60.89,82.13,0.0,10.69,79.38,93.94,10.05,57.89,0.0,253.08,0.0,8.09,49.11,202.03,0.0,21.16,20.71,7.5,56.89,0.0,0.0,79.35,4.59
2022-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,21.2,54.26,0.0,206.55,60.78,82.19,0.0,10.66,79.16,93.38,10.06,57.55,0.0,252.96,0.0,8.05,48.86,202.28,0.0,21.19,20.73,7.47,56.7,0.0,0.0,79.45,4.58
2022-08-23,21.2,54.25,0.0,206.54,60.59,81.76,0.0,10.56,78.36,92.89,10.06,57.57,0.0,252.83,0.0,8.05,48.77,202.26,0.0,21.18,20.73,7.38,56.53,0.0,0.0,79.44,4.58
2022-08-24,21.2,54.3,0.0,206.57,60.83,81.64,0.0,10.57,78.41,93.18,10.06,57.74,0.0,252.74,0.0,8.11,48.74,202.28,0.0,21.11,20.73,7.42,56.62,0.0,0.0,79.45,4.57
2022-08-25,21.2,54.6,0.0,206.52,60.95,81.71,0.0,10.6,78.71,93.24,10.06,57.74,0.0,252.97,0.0,8.16,48.88,202.09,0.0,21.18,20.71,7.46,56.75,0.0,0.0,79.43,4.61
2022-08-26,21.2,54.81,0.0,206.57,60.97,81.77,0.0,10.59,78.61,93.34,10.06,57.8,0.0,252.7,0.0,8.17,48.9,202.28,0.0,21.13,20.72,7.46,56.84,0.0,0.0,79.45,4.64
2022-08-29,21.26,54.14,0.0,207.17,60.65,81.59,0.0,10.57,78.47,92.38,10.09,57.2,0.0,253.51,0.0,8.07,48.36,202.87,0.0,21.23,20.79,7.4,56.64,0.0,0.0,79.68,4.6
2022-08-30,21.11,54.26,0.0,205.65,60.51,80.83,0.0,10.6,78.69,92.22,10.01,56.81,0.0,251.73,0.0,8.1,48.36,201.39,0.0,21.14,20.64,7.4,56.33,0.0,0.0,79.1,4.62
2022-09-01,21.11,53.4,0.0,205.71,59.75,80.11,0.0,10.6,78.67,91.06,10.02,56.38,0.0,251.49,0.0,7.88,47.78,201.44,0.0,21.05,20.63,7.36,56.19,0.0,0.0,79.12,4.51
2022-09-02,21.14,53.24,0.0,206.0,59.83,80.14,0.0,10.55,78.27,90.87,10.03,56.21,0.0,251.59,0.0,7.85,47.61,201.72,0.0,21.1,20.66,7.31,56.18,0.0,0.0,79.23,4.49
2022-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-05,21.19,53.36,0.0,206.49,60.02,80.13,0.0,10.53,78.14,90.53,10.05,56.3,0.0,252.19,0.0,7.86,47.92,202.2,0.0,21.19,20.71,7.29,56.22,0.0,0.0,79.42,4.48
2022-09-06,21.19,53.59,0.0,206.44,60.19,80.6,0.0,10.57,78.44,91.34,10.05,56.21,0.0,251.99,0.0,7.95,48.19,202.15,0.0,21.12,20.7,7.33,56.29,0.0,0.0,79.4,4.55
2022-09-07,21.21,52.72,0.0,206.62,59.86,79.94,0.0,10.5,77.87,90.39,10.06,54.89,0.0,252.04,0.0,7.84,47.28,202.33,0.0,21.2,20.73,7.29,56.04,0.0,0.0,79.47,4.48
2022-09-09,21.15,53.53,0.0,206.07,60.45,81.49,0.0,10.69,79.29,91.18,10.03,55.07,0.0,251.9,0.0,7.93,47.99,201.8,0.0,21.09,20.67,7.43,56.35,0.0,0.0,79.26,4.47
2022-09-12,21.12,53.93,0.0,205.8,60.55,82.14,0.0,10.79,80.05,91.92,10.02,55.12,0.0,251.69,0.0,8.02,48.28,201.53,0.0,21.11,20.64,7.52,56.39,0.0,0.0,79.15,4.52
2022-09-13,21.05,53.68,0.0,205.14,60.38,82.18,0.0,10.69,79.32,91.63,9.99,55.09,0.0,250.9,0.0,7.98,48.0,200.88,0.0,20.98,20.58,7.49,56.19,0.0,0.0,78.9,4.52
2022-09-14,21.14,52.79,0.0,205.97,59.78,81.7,0.0,10.58,78.5,90.5,10.03,54.57,0.0,251.32,0.0,7.79,47.09,201.7,0.0,21.13,20.66,7.38,56.02,0.0,0.0,79.22,4.45
2022-09-15,21.11,52.91,0.0,205.67,59.69,81.45,0.0,10.55,78.26,90.6,10.02,54.84,0.0,250.98,0.0,7.78,47.1,201.39,0.0,21.05,20.62,7.35,55.95,0.0,0.0,79.1,4.43
2022-09-16,21.19,52.75,0.0,206.44,59.6,81.89,0.0,10.61,78.79,90.43,10.05,55.08,0.0,251.89,0.0,7.77,47.0,202.15,0.0,21.12,20.71,7.36,56.07,0.0,0.0,79.4,4.43
2022-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-19,21.15,52.63,0.0,206.1,59.33,81.42,0.0,10.6,78.63,89.76,10.03,55.07,0.0,251.03,0.0,7.71,46.92,201.68,0.0,21.15,20.68,7.32,55.99,0.0,0.0,79.27,4.4
2022-09-20,21.16,52.84,0.0,206.15,59.5,81.61,0.0,10.63,78.92,90.02,10.04,55.1,0.0,251.64,0.0,7.73,46.78,201.87,0.0,21.11,20.67,7.32,56.05,0.0,0.0,79.29,4.39
2022-09-21,21.19,52.48,0.0,206.46,59.03,81.65,0.0,10.58,78.49,89.68,10.05,54.91,0.0,251.63,0.0,7.63,46.37,202.18,0.0,21.11,20.69,7.24,55.94,0.0,0.0,79.41,4.39
2022-09-22,21.37,52.34,0.0,208.25,58.95,82.27,0.0,10.52,78.09,89.42,10.14,55.03,0.0,253.44,0.0,7.68,46.25,203.93,0.0,21.41,20.86,7.18,56.09,0.0,0.0,80.1,4.42
2022-09-23,21.48,52.8,0.0,209.29,59.31,81.67,0.0,10.58,78.48,89.83,10.19,56.3,0.0,254.72,0.0,7.68,46.56,204.94,0.0,21.52,20.97,7.23,56.41,0.0,0.0,80.5,4.48
2022-09-26,21.66,52.34,0.0,210.99,59.33,81.67,0.0,10.51,77.93,86.7,10.27,56.11,0.0,256.07,0.0,7.58,46.09,206.6,0.0,21.66,21.16,7.16,56.29,0.0,0.0,81.15,4.41
2022-09-27,21.64,52.01,0.0,210.78,58.82,81.16,0.0,10.46,77.51,86.8,10.26,55.84,0.0,255.76,0.0,7.5,45.57,206.46,0.0,21.67,21.14,7.13,56.17,0.0,0.0,81.09,4.41
2022-09-28,21.75,51.66,0.0,211.9,58.84,81.33,0.0,10.42,77.29,86.22,10.32,56.05,0.0,256.81,0.0,7.46,45.19,207.5,0.0,21.75,21.24,7.1,56.06,0.0,0.0,81.5,4.4
2022-09-29,21.72,52.09,0.0,211.49,59.09,82.3,0.0,10.52,78.01,87.09,10.3,55.97,0.0,256.86,0.0,7.5,45.78,207.2,0.0,21.75,21.18,7.16,56.17,0.0,0.0,81.4,4.43
2022-09-30,21.67,52.18,0.0,211.17,58.89,82.57,0.0,10.65,79.02,89.53,10.28,55.83,0.0,256.85,0.0,7.54,46.05,206.79,0.0,21.59,21.18,7.23,56.36,0.0,0.0,81.22,4.42
2022-10-01,21.67,51.43,0.0,210.86,58.37,81.64,0.0,10.65,78.96,90.0,10.28,55.79,0.0,256.76,0.0,7.41,45.02,206.59,0.0,21.58,21.18,7.29,56.25,0.0,0.0,81.2,4.38
2022-10-03,21.69,51.9,0.0,211.14,58.8,81.95,0.0,10.68,79.22,90.92,10.29,55.84,0.0,257.18,0.0,7.47,45.56,206.99,0.0,21.77,21.2,7.34,56.39,0.0,0.0,81.3,4.43
2022-10-04,21.68,52.07,0.0,211.25,59.28,81.32,0.0,10.68,79.25,91.27,10.28,55.81,0.0,257.14,0.0,7.59,45.9,206.86,0.0,21.87,21.18,7.34,56.5,0.0,0.0,81.25,4.47
2022-10-06,21.7,52.47,0.0,211.14,59.47,82.32,0.0,10.77,79.95,91.45,10.29,55.95,0.0,257.34,0.0,7.71,46.66,206.97,0.0,21.88,21.2,7.4,56.85,0.0,0.0,81.3,4.49
2022-10-07,21.88,51.86,0.0,212.96,59.24,82.07,0.0,10.72,79.53,90.6,10.38,56.25,0.0,258.92,0.0,7.59,45.75,208.75,0.0,22.07,21.38,7.3,57.02,0.0,0.0,82.0,4.46
2022-10-10,21.88,51.53,0.0,213.2,59.37,81.83,0.0,10.68,79.2,90.23,10.38,56.08,0.0,258.86,0.0,7.61,45.59,208.74,0.0,21.89,21.38,7.27,56.88,0.0,0.0,82.0,4.43
2022-10-11,21.88,50.87,0.0,212.93,58.94,81.3,0.0,10.63,78.87,89.98,10.38,55.98,0.0,258.87,0.0,7.61,45.09,208.77,0.0,21.91,21.38,7.2,56.66,0.0,0.0,82.0,4.43
2022-10-12,21.85,50.69,0.0,212.67,58.93,81.44,0.0,10.62,78.78,89.06,10.37,55.72,0.0,258.56,0.0,7.56,45.24,208.51,0.0,21.89,21.35,7.16,56.59,0.0,0.0,81.9,4.41
2022-10-13,21.85,50.81,0.0,212.67,58.91,81.44,0.0,10.62,78.82,90.2,10.37,55.47,0.0,258.48,0.0,7.56,45.49,208.51,0.0,22.04,21.36,7.19,56.79,0.0,0.0,81.9,4.38
2022-10-15,21.85,50.2,0.0,212.88,58.64,80.84,0.0,10.65,78.98,90.86,10.37,54.77,0.0,258.44,0.0,7.65,45.16,208.48,0.0,22.04,21.36,7.21,57.11,0.0,0.0,81.9,4.37
2022-10-17,21.86,50.5,0.0,212.75,58.87,81.03,0.0,10.67,79.18,91.42,10.37,54.84,0.0,258.74,0.0,7.65,45.34,208.59,0.0,22.05,21.37,7.23,57.13,0.0,0.0,81.93,4.39
2022-10-18,21.83,51.0,0.0,212.67,59.35,81.63,0.0,10.77,79.87,92.34,10.35,54.65,0.0,258.51,0.0,7.73,45.97,208.25,0.0,22.02,21.33,7.31,57.32,0.0,0.0,81.8,4.45
2022-10-19,22.02,51.47,0.0,214.5,59.65,81.79,0.0,10.83,80.35,92.39,10.44,54.92,0.0,260.64,0.0,7.76,46.57,210.03,0.0,22.21,21.52,7.37,57.67,0.0,0.0,82.5,4.46
2022-10-20,22.03,51.17,0.0,214.63,59.62,81.44,0.0,10.8,80.11,91.99,10.45,54.8,0.0,260.43,0.0,7.74,46.26,210.15,0.0,22.22,21.52,7.33,57.6,0.0,0.0,82.55,4.41
2022-10-21,21.95,51.07,0.0,213.85,59.34,81.26,0.0,10.77,79.9,91.53,10.41,54.39,0.0,259.32,0.0,7.7,46.18,209.38,0.0,22.14,21.45,7.27,57.35,0.0,0.0,82.25,4.4
2022-10-25,21.96,51.6,0.0,213.97,59.74,81.72,0.0,10.88,80.73,92.41,10.42,55.03,0.0,259.92,0.0,7.8,46.66,209.53,0.0,22.15,21.47,7.35,57.61,0.0,0.0,82.3,4.38
2022-10-27,21.85,52.66,0.0,212.93,60.04,82.34,0.0,11.02,81.81,94.46,10.37,55.75,0.0,259.42,0.0,7.94,47.46,208.5,0.0,22.04,21.36,7.5,57.91,0.0,0.0,81.9,4.47
2022-10-28,21.86,52.38,0.0,212.98,60.14,82.2,0.0,10.93,81.13,94.16,10.37,55.67,0.0,259.34,0.0,7.94,47.55,208.56,0.0,22.05,21.36,7.45,57.89,0.0,0.0,81.92,4.47
2022-10-29,21.87,51.99,0.0,213.07,59.88,81.61,0.0,10.91,81.04,94.52,10.37,55.28,0.0,259.14,0.0,7.89,47.24,208.48,0.0,22.06,21.37,7.45,57.77,0.0,0.0,81.95,4.43
2022-10-31,21.96,52.12,0.0,213.94,59.99,81.7,0.0,10.92,81.08,94.4,10.41,55.2,0.0,260.27,0.0,7.91,47.43,209.5,0.0,21.94,21.47,7.46,57.86,0.0,0.0,82.28,4.41
2022-11-01,21.97,52.4,0.0,214.05,60.22,81.63,0.0,10.89,80.88,94.05,10.42,55.24,0.0,260.24,0.0,7.91,47.66,209.6,0.0,21.95,21.47,7.44,57.95,0.0,0.0,82.33,4.41
2022-11-02,21.95,52.3,0.0,213.84,60.14,81.79,0.0,10.88,80.76,94.16,10.41,55.55,0.0,260.23,0.0,7.93,47.86,209.4,0.0,22.14,21.45,7.45,57.94,0.0,0.0,82.25,4.45
2022-11-03,22.02,51.89,0.0,214.49,59.86,81.67,0.0,10.83,80.43,93.46,10.44,55.71,0.0,261.05,0.0,7.86,47.64,210.04,0.0,22.21,21.52,7.4,57.91,0.0,0.0,82.5,4.43
2022-11-04,21.95,51.52,0.0,213.84,59.68,80.67,0.0,10.74,79.73,91.57,10.41,55.26,0.0,259.56,0.0,7.77,47.29,209.4,0.0,22.14,21.45,7.33,57.71,0.0,0.0,82.25,4.4
2022-11-05,21.8,52.28,0.0,212.46,60.24,81.57,0.0,10.87,80.75,92.31,10.34,55.43,0.0,258.46,0.0,7.95,47.95,207.98,0.0,21.99,21.31,7.46,57.87,0.0,0.0,81.7,4.47
2022-11-07,21.78,52.18,0.0,212.15,60.1,81.63,0.0,10.89,80.81,92.73,10.33,55.33,0.0,258.34,0.0,7.92,47.85,207.77,0.0,21.77,21.29,7.49,57.76,0.0,0.0,81.6,4.48
2022-11-09,21.59,52.17,0.0,210.36,59.92,81.62,0.0,10.9,80.89,92.86,10.24,55.36,0.0,256.47,0.0,7.86,47.68,205.98,0.0,21.62,21.09,7.5,57.61,0.0,0.0,80.9,4.49
2022-11-10,21.72,51.48,0.0,211.67,59.65,81.92,0.0,10.89,80.78,91.89,10.3,55.28,0.0,257.92,0.0,7.78,47.17,207.23,0.0,21.75,21.22,7.42,57.72,0.0,0.0,81.4,4.48
2022-11-11,21.48,53.07,0.0,209.28,60.12,83.04,0.0,11.04,81.96,93.91,10.2,56.91,0.0,256.33,0.0,7.98,48.24,204.91,0.0,21.47,20.98,7.63,58.08,0.0,0.0,80.48,4.56
2022-11-14,21.53,53.34,0.0,209.86,60.44,84.49,0.0,11.12,82.59,94.25,10.23,57.56,0.0,256.5,0.0,8.06,48.7,205.45,0.0,21.57,21.04,7.7,58.41,0.0,0.0,80.7,4.57
2022-11-15,21.54,53.94,0.0,209.86,60.44,85.07,0.0,11.2,83.11,94.65,10.24,57.55,0.0,256.95,0.0,8.07,49.18,205.47,0.0,21.62,21.04,7.71,58.64,0.0,0.0,80.7,4.6
2022-11-16,21.61,54.14,0.0,210.59,60.58,84.94,0.0,11.22,83.3,95.41,10.29,57.51,0.0,257.77,0.0,8.05,49.36,206.22,0.0,21.67,21.13,7.69,58.67,0.0,0.0,81.0,4.57
2022-11-17,21.64,54.03,0.0,210.81,60.45,85.07,0.0,11.26,83.62,96.23,10.3,57.94,0.0,258.29,0.0,8.05,49.49,206.43,0.0,21.64,21.14,7.69,58.79,0.0,0.0,81.08,4.6
2022-11-18,21.67,53.91,0.0,211.11,60.61,84.57,0.0,11.26,83.59,96.05,10.31,57.71,0.0,258.65,0.0,7.98,49.57,206.73,0.0,21.76,21.18,7.62,58.77,0.0,0.0,81.2,4.59
2022-11-19,21.67,53.63,0.0,211.16,60.27,84.35,0.0,11.21,83.22,95.89,10.31,57.53,0.0,258.44,0.0,7.92,49.53,206.57,0.0,21.75,21.18,7.6,58.66,0.0,0.0,81.2,4.61
2022-11-21,21.73,53.63,0.0,211.76,60.35,84.66,0.0,11.21,83.23,95.85,10.36,57.7,0.0,259.17,0.0,7.92,49.6,207.36,0.0,21.81,21.24,7.59,58.78,0.0,0.0,81.45,4.61
2022-11-22,21.71,53.32,0.0,211.5,60.21,84.33,0.0,11.17,82.84,95.82,10.35,57.06,0.0,258.48,0.0,7.9,49.37,207.11,0.0,21.8,21.22,7.57,58.62,0.0,0.0,81.35,4.62
2022-11-23,21.71,53.53,0.0,211.55,60.45,84.84,0.0,11.23,83.35,96.09,10.34,57.27,0.0,258.62,0.0,8.01,49.79,207.16,0.0,21.79,21.22,7.62,58.66,0.0,0.0,81.37,4.63
2022-11-24,21.69,54.42,0.0,211.37,60.6,85.88,0.0,11.35,84.26,97.71,10.34,58.27,0.0,258.62,0.0,8.16,50.48,206.98,0.0,21.7,21.2,7.76,58.82,0.0,0.0,81.3,4.7
2022-11-25,21.65,54.36,0.0,210.96,60.51,85.28,0.0,11.29,83.86,97.57,10.32,58.2,0.0,258.72,0.0,8.15,50.35,206.58,0.0,21.68,21.17,7.76,58.8,0.0,0.0,81.15,4.67
2022-11-28,21.69,53.96,0.0,211.31,60.07,85.55,0.0,11.35,84.28,97.69,10.34,58.66,0.0,259.06,0.0,8.16,50.22,206.95,0.0,21.73,21.2,7.78,58.85,0.0,0.0,81.28,4.66
2022-11-29,21.67,53.87,0.0,211.11,60.05,85.06,0.0,11.27,83.63,96.86,10.33,58.3,0.0,258.71,0.0,8.11,49.97,206.73,0.0,21.71,21.18,7.69,58.75,0.0,0.0,81.2,4.66
2022-11-30,21.68,53.81,0.0,211.21,59.51,84.53,0.0,11.24,83.42,96.66,10.34,58.2,0.0,258.71,0.0,8.08,50.04,206.83,0.0,21.72,21.19,7.64,58.84,0.0,0.0,81.24,4.69
2022-12-01,21.53,54.34,0.0,209.81,59.75,84.85,0.0,11.25,83.51,96.91,10.28,58.65,0.0,257.4,0.0,8.17,50.59,205.45,0.0,21.5,21.04,7.67,59.07,0.0,0.0,80.7,4.61
2022-12-02,21.55,54.45,0.0,209.91,59.71,85.43,0.0,11.35,84.32,98.29,10.3,59.43,0.0,258.04,0.0,8.25,51.06,205.56,0.0,21.51,21.05,7.79,59.36,0.0,0.0,80.74,4.49
2022-12-03,21.6,54.43,0.0,210.47,59.73,85.7,0.0,11.41,84.7,98.83,10.33,59.92,0.0,258.84,0.0,8.25,51.48,205.96,0.0,21.56,21.1,7.8,59.54,0.0,0.0,80.95,4.53
2022-12-05,21.7,54.79,0.0,211.38,60.19,86.07,0.0,11.46,85.07,99.34,10.4,59.84,0.0,259.6,0.0,8.27,51.66,206.99,0.0,21.71,21.2,7.84,59.95,0.0,0.0,81.3,4.59
2022-12-06,21.9,54.56,0.0,213.33,59.93,86.27,0.0,11.51,85.44,99.35,10.48,59.72,0.0,261.98,0.0,8.23,51.4,208.9,0.0,21.93,21.39,7.85,60.12,0.0,0.0,82.05,4.63
2022-12-07,21.96,54.52,0.0,213.97,59.91,86.58,0.0,11.51,85.46,99.2,10.5,59.65,0.0,262.67,0.0,8.16,51.6,209.53,0.0,21.92,21.46,7.85,60.2,0.0,0.0,82.3,4.65
