DATE,AED,AUD,BDT,BHD,CAD,CHF,CNY,DKK,EUR,GBP,HKD,JPY,KES,KRW,KWD,LKR,MYR,NOK,NZD,OMR,PKR,QAR,RUB,SAR,SEK,SGD,THB,TRY,USD,ZAR
2023-01-17,21.72,56.19,0.0,211.58,60.34,87.12,0.0,11.78,87.47,98.58,10.34,62.81,,0.0,261.14,,0.0,8.17,51.71,207.18,0.0,21.75,,21.24,7.76,61.2,0.0,0.0,81.38,4.68
2023-01-18,21.71,56.25,0.0,211.5,60.36,87.37,0.0,11.71,86.99,99.15,10.33,61.64,,0.0,260.91,,0.0,8.2,51.94,207.11,0.0,21.82,,21.22,7.76,61.04,0.0,0.0,81.35,4.67
2023-01-19,21.61,55.38,0.0,210.51,59.62,87.62,0.0,11.67,86.79,99.26,10.28,62.7,,0.0,259.89,,0.0,8.1,51.57,206.14,0.0,21.63,,21.12,7.79,60.85,0.0,0.0,80.97,4.63
2023-01-20,21.56,55.42,0.0,210.07,59.69,87.44,0.0,11.7,86.93,99.45,10.25,62.37,,0.0,259.36,,0.0,8.12,51.42,205.71,0.0,21.69,,21.08,7.79,60.72,0.0,0.0,80.8,4.59
2023-01-21,21.56,55.42,0.0,210.07,59.69,87.44,0.0,11.7,86.93,99.45,10.25,62.37,,0.0,259.36,,0.0,8.12,51.42,205.71,0.0,21.69,,21.08,7.79,60.72,0.0,0.0,80.8,4.59
2023-01-22,21.56,55.42,0.0,210.07,59.69,87.44,0.0,11.7,86.93,99.45,10.25,62.37,,0.0,259.36,,0.0,8.12,51.42,205.71,0.0,21.69,,21.08,7.79,60.72,0.0,0.0,80.8,4.59
2023-01-23,21.62,56.09,0.0,210.62,60.31,87.56,0.0,11.8,87.71,99.98,10.28,61.98,,0.0,259.87,,0.0,8.21,52.08,206.22,0.0,21.62,,21.14,7.88,61.12,0.0,0.0,81.0,4.63
2023-01-24,21.65,56.51,0.0,210.98,60.35,87.29,0.0,11.79,87.59,99.8,10.29,61.88,,0.0,260.42,,0.0,8.23,52.34,206.59,0.0,21.66,,21.18,7.89,61.15,0.0,0.0,81.15,4.62
2023-01-25,21.67,57.12,0.0,211.11,60.43,87.3,0.0,11.83,87.85,99.46,10.3,61.89,,0.0,260.65,,0.0,8.21,52.25,206.73,0.0,21.7,,21.2,7.92,61.25,0.0,0.0,81.2,4.63
2023-01-26,21.67,57.12,0.0,211.11,60.43,87.3,0.0,11.83,87.85,99.46,10.3,61.89,,0.0,260.65,,0.0,8.21,52.25,206.73,0.0,21.7,,21.2,7.92,61.25,0.0,0.0,81.2,4.63
2023-01-27,21.64,57.17,0.0,210.85,60.45,87.19,0.0,11.79,87.54,99.86,10.29,62.07,,0.0,260.38,,0.0,8.16,52.3,206.47,0.0,21.79,,21.18,7.84,61.39,0.0,0.0,81.1,4.61
2023-01-28,21.64,57.17,0.0,210.85,60.45,87.19,0.0,11.79,87.54,99.86,10.29,62.07,,0.0,260.38,,0.0,8.16,52.3,206.47,0.0,21.79,,21.18,7.84,61.39,0.0,0.0,81.1,4.61
2023-01-29,21.64,57.17,0.0,210.85,60.45,87.19,0.0,11.79,87.54,99.86,10.29,62.07,,0.0,260.38,,0.0,8.16,52.3,206.47,0.0,21.79,,21.18,7.84,61.39,0.0,0.0,81.1,4.61
2023-01-30,21.68,57.11,0.0,211.24,60.6,87.45,0.0,11.8,87.66,100.05,10.31,62.11,,0.0,260.65,,0.0,8.17,52.32,206.85,0.0,21.83,,21.22,7.83,61.48,0.0,0.0,81.25,4.62
2023-01-31,21.67,56.63,0.0,211.11,60.21,87.07,0.0,11.78,87.44,99.66,10.29,62.01,,0.0,260.62,,0.0,8.09,52.0,206.73,0.0,21.7,,21.2,7.76,61.44,0.0,0.0,81.2,4.57
2023-02-01,21.72,56.84,0.0,211.58,60.75,88.02,0.0,11.81,87.72,99.56,10.31,62.21,,0.0,261.32,,0.0,8.1,51.91,207.18,0.0,21.75,,21.26,7.74,61.55,0.0,0.0,81.38,4.58
2023-02-02,21.78,57.6,0.0,212.18,61.02,88.93,0.0,11.98,89.06,100.19,10.34,62.87,,0.0,262.44,,0.0,8.18,52.71,207.77,0.0,21.92,,21.31,7.87,62.12,0.0,0.0,81.6,4.68
2023-02-03,21.72,56.93,0.0,211.66,60.6,88.42,0.0,11.88,88.35,99.05,10.31,62.93,,0.0,261.55,,0.0,8.07,52.29,207.26,0.0,21.87,,21.26,7.81,61.73,0.0,0.0,81.4,4.66
2023-02-04,21.83,56.07,0.0,212.7,60.68,87.62,0.0,11.79,87.68,97.94,10.36,61.99,,0.0,262.6,,0.0,7.96,51.36,208.14,0.0,21.96,,21.37,7.72,61.43,0.0,0.0,81.8,4.59
2023-02-05,21.83,56.07,0.0,212.7,60.68,87.62,0.0,11.79,87.68,97.94,10.36,61.99,,0.0,262.6,,0.0,7.96,51.36,208.14,0.0,21.96,,21.37,7.72,61.43,0.0,0.0,81.8,4.59
2023-02-06,21.95,56.42,0.0,213.87,60.96,88.19,0.0,11.85,88.08,98.56,10.41,62.01,,0.0,263.71,,0.0,7.99,51.56,209.42,0.0,22.09,,21.49,7.73,61.79,0.0,0.0,82.25,4.6
2023-02-07,21.95,56.54,0.0,213.84,60.94,88.0,0.0,11.8,87.67,98.44,10.41,61.81,,0.0,263.64,,0.0,7.93,51.56,209.4,0.0,22.09,,21.49,7.71,61.63,0.0,0.0,82.25,4.57
2023-02-08,21.95,56.54,0.0,213.84,60.94,88.0,0.0,11.8,87.67,98.44,10.41,61.81,,0.0,263.64,,0.0,7.93,51.56,209.4,0.0,22.09,,21.49,7.71,61.63,0.0,0.0,82.25,4.57
2023-02-09,21.93,56.62,0.0,213.66,60.78,88.55,0.0,11.78,87.55,98.65,10.4,62.2,,0.0,263.49,,0.0,7.94,51.68,209.22,0.0,22.06,,21.47,7.74,61.62,0.0,0.0,82.18,4.54
2023-02-10,21.93,56.62,0.0,213.66,60.78,88.55,0.0,11.78,87.55,98.65,10.4,62.2,,0.0,263.49,,0.0,7.94,51.68,209.22,0.0,22.06,,21.47,7.74,61.62,0.0,0.0,82.18,4.54
2023-02-11,21.93,56.62,0.0,213.66,60.78,88.55,0.0,11.78,87.55,98.65,10.4,62.2,,0.0,263.49,,0.0,7.94,51.68,209.22,0.0,22.06,,21.47,7.74,61.62,0.0,0.0,82.18,4.54
2023-02-12,21.93,56.62,0.0,213.66,60.78,88.55,0.0,11.78,87.55,98.65,10.4,62.2,,0.0,263.49,,0.0,7.94,51.68,209.22,0.0,22.06,,21.47,7.74,61.62,0.0,0.0,82.18,4.54
2023-02-13,21.96,56.29,0.0,213.97,61.18,88.2,0.0,11.71,87.1,98.5,10.42,61.95,,0.0,263.78,,0.0,8.04,51.43,209.53,0.0,22.07,,21.5,7.81,61.39,0.0,0.0,82.3,4.5
2023-02-14,21.96,56.29,0.0,213.97,61.18,88.2,0.0,11.71,87.1,98.5,10.42,61.95,,0.0,263.78,,0.0,8.04,51.43,209.53,0.0,22.07,,21.5,7.81,61.39,0.0,0.0,82.3,4.5
2023-02-15,22.02,56.75,0.0,214.49,61.38,88.65,0.0,11.8,87.81,99.65,10.44,61.68,,0.0,264.13,,0.0,8.06,51.64,210.04,0.0,22.12,,21.55,7.9,61.61,0.0,0.0,82.5,4.5
2023-02-17,21.99,55.94,0.0,214.2,60.75,88.01,0.0,11.72,87.16,97.87,10.43,60.86,,0.0,263.38,,0.0,7.97,50.91,209.76,0.0,22.01,,21.53,7.82,61.16,0.0,0.0,82.39,4.44
2023-02-20,21.96,56.12,0.0,213.97,60.69,88.2,0.0,11.74,87.27,98.3,10.44,60.92,,0.0,263.31,,0.0,7.96,50.9,209.53,0.0,21.99,,21.51,7.83,61.23,0.0,0.0,82.3,4.47
2023-02-21,21.98,56.28,0.0,214.1,60.75,88.35,0.0,11.73,87.2,98.36,10.44,60.9,,0.0,263.4,,0.0,7.99,51.01,209.65,0.0,22.07,,21.52,7.91,61.2,0.0,0.0,82.35,4.45
2023-02-22,21.99,55.75,0.0,214.28,60.51,88.19,0.0,11.73,87.19,99.22,10.44,60.76,,0.0,263.51,,0.0,7.96,50.89,209.83,0.0,22.09,,21.54,7.9,61.18,0.0,0.0,82.42,4.42
2023-02-23,21.98,55.76,0.0,214.2,60.57,87.91,0.0,11.68,86.86,98.76,10.43,60.79,,0.0,263.29,,0.0,7.94,51.03,209.73,0.0,22.06,,21.53,7.89,61.2,0.0,0.0,82.38,4.44
2023-02-24,21.96,55.61,0.0,213.92,60.45,87.43,0.0,11.65,86.63,98.35,10.42,60.76,,0.0,262.8,,0.0,7.95,50.93,209.48,0.0,22.04,,21.5,7.86,60.94,0.0,0.0,82.28,4.43
2023-02-25,21.96,55.61,0.0,213.92,60.45,87.43,0.0,11.65,86.63,98.35,10.42,60.76,,0.0,262.8,,0.0,7.95,50.93,209.48,0.0,22.04,,21.5,7.86,60.94,0.0,0.0,82.28,4.43
2023-02-26,21.96,55.61,0.0,213.92,60.45,87.43,0.0,11.65,86.63,98.35,10.42,60.76,,0.0,262.8,,0.0,7.95,50.93,209.48,0.0,22.04,,21.5,7.86,60.94,0.0,0.0,82.28,4.43
2023-02-27,22.01,54.79,0.0,214.41,60.21,86.89,0.0,11.61,86.29,97.88,10.44,60.11,,0.0,263.21,,0.0,7.89,50.26,209.96,0.0,22.09,,21.55,7.81,60.7,0.0,0.0,82.47,4.38
2023-02-28,21.96,54.93,0.0,213.97,60.24,87.22,0.0,11.65,86.57,98.58,10.42,60.08,,0.0,262.64,,0.0,7.91,50.28,209.53,0.0,22.03,,21.49,7.87,60.71,0.0,0.0,82.3,4.38
2023-03-01,21.9,54.82,0.0,213.4,59.88,86.57,0.0,11.62,86.34,98.2,10.39,59.87,,0.0,262.05,,0.0,7.9,50.47,208.97,0.0,21.96,,21.44,7.82,60.59,0.0,0.0,82.08,4.4
2023-03-02,21.93,54.88,0.0,213.63,59.99,86.48,0.0,11.69,86.84,98.02,10.4,59.91,,0.0,262.38,,0.0,7.85,50.73,209.2,0.0,21.98,,21.46,7.81,60.72,0.0,0.0,82.17,4.43
2023-03-03,21.79,54.62,0.0,212.28,59.79,86.25,0.0,11.57,86.01,97.19,10.33,59.57,,0.0,260.65,,0.0,7.8,50.45,207.89,0.0,21.88,,21.32,7.75,60.3,0.0,0.0,81.65,4.41
2023-03-04,21.72,54.57,0.0,211.64,59.52,86.26,0.0,11.56,85.91,97.38,10.3,59.57,,0.0,259.89,,0.0,7.8,50.22,207.11,0.0,21.77,,21.26,7.74,60.18,0.0,0.0,81.4,4.39
2023-03-05,21.72,54.57,0.0,211.64,59.52,86.26,0.0,11.56,85.91,97.38,10.3,59.57,,0.0,259.89,,0.0,7.8,50.22,207.11,0.0,21.77,,21.26,7.74,60.18,0.0,0.0,81.4,4.39
2023-03-06,21.72,54.53,0.0,211.63,59.52,86.26,0.0,11.58,86.03,97.42,10.3,59.7,,0.0,259.69,,0.0,7.8,50.22,207.24,0.0,21.82,,21.26,7.74,60.22,0.0,0.0,81.4,4.39
2023-03-07,21.72,54.53,0.0,211.63,59.52,86.26,0.0,11.58,86.03,97.42,10.3,59.7,,0.0,259.69,,0.0,7.8,50.22,207.24,0.0,21.82,,21.26,7.74,60.22,0.0,0.0,81.4,4.39
2023-03-08,21.79,53.31,0.0,212.26,58.99,85.94,0.0,11.49,85.4,96.01,10.33,58.99,,0.0,260.29,,0.0,7.6,49.51,207.88,0.0,21.82,,21.32,7.57,59.94,0.0,0.0,81.65,4.28
2023-03-09,21.75,53.19,0.0,211.94,58.68,85.94,0.0,11.49,85.38,95.94,10.32,59.19,,0.0,259.95,,0.0,7.59,49.4,207.4,0.0,21.85,,21.28,7.56,59.87,0.0,0.0,81.52,4.29
2023-03-10,21.81,53.2,0.0,212.49,58.69,87.21,0.0,11.57,85.97,96.8,10.34,59.5,,0.0,260.61,,0.0,7.62,49.44,207.94,0.0,21.91,,21.34,7.58,59.93,0.0,0.0,81.73,4.32
2023-03-11,21.81,53.2,0.0,212.49,58.69,87.21,0.0,11.57,85.97,96.8,10.34,59.5,,0.0,260.61,,0.0,7.62,49.44,207.94,0.0,21.91,,21.34,7.58,59.93,0.0,0.0,81.73,4.32
2023-03-12,21.81,53.2,0.0,212.49,58.69,87.21,0.0,11.57,85.97,96.8,10.34,59.5,,0.0,260.61,,0.0,7.62,49.44,207.94,0.0,21.91,,21.34,7.58,59.93,0.0,0.0,81.73,4.32
2023-03-13,21.82,53.62,0.0,212.58,59.02,88.9,0.0,11.65,86.64,98.13,10.35,61.0,,0.0,261.29,,0.0,7.65,50.07,208.14,0.0,21.91,,21.35,7.59,60.32,0.0,0.0,81.75,4.41
2023-03-14,21.84,53.82,0.0,212.82,59.25,88.87,0.0,11.7,86.97,98.83,10.37,60.86,,0.0,261.68,,0.0,7.69,50.42,208.29,0.0,21.92,,21.37,7.66,60.38,0.0,0.0,81.86,4.4
2023-03-15,21.92,54.11,0.0,213.52,59.54,88.72,0.0,11.7,87.08,98.86,10.39,60.8,,0.0,262.35,,0.0,7.7,50.58,209.1,0.0,21.97,,21.43,7.78,60.66,0.0,0.0,82.12,4.4
2023-03-16,21.98,53.99,0.0,214.15,59.51,87.8,0.0,11.66,86.64,98.79,10.43,61.69,,0.0,263.03,,0.0,7.62,50.24,209.59,0.0,22.05,,21.48,7.72,60.6,0.0,0.0,82.37,4.39
2023-03-17,21.91,54.52,0.0,213.5,59.63,87.87,0.0,11.67,86.75,99.11,10.39,61.33,,0.0,262.13,,0.0,7.63,50.79,208.89,0.0,22.0,,21.43,7.81,60.84,0.0,0.0,82.12,4.38
2023-03-18,21.91,54.52,0.0,213.5,59.63,87.87,0.0,11.67,86.75,99.11,10.39,61.33,,0.0,262.13,,0.0,7.63,50.79,208.89,0.0,22.0,,21.43,7.81,60.84,0.0,0.0,82.12,4.38
2023-03-19,21.91,54.52,0.0,213.5,59.63,87.87,0.0,11.67,86.75,99.11,10.39,61.33,,0.0,262.13,,0.0,7.63,50.79,208.89,0.0,22.0,,21.43,7.81,60.84,0.0,0.0,82.12,4.38
2023-03-20,21.95,54.44,0.0,213.74,59.55,88.1,0.0,11.72,87.09,99.63,10.41,62.44,,0.0,262.96,,0.0,7.63,50.99,209.42,0.0,22.03,,21.46,7.78,60.92,0.0,0.0,82.25,4.38
2023-03-21,21.92,54.46,0.0,213.58,59.69,87.71,0.0,11.76,87.4,100.09,10.41,62.23,,0.0,262.7,,0.0,7.66,50.64,209.02,0.0,22.0,,21.44,7.88,61.0,0.0,0.0,82.15,4.34
2023-03-22,21.92,54.46,0.0,213.58,59.69,87.71,0.0,11.76,87.4,100.09,10.41,62.23,,0.0,262.7,,0.0,7.66,50.64,209.02,0.0,22.0,,21.44,7.88,61.0,0.0,0.0,82.15,4.34
2023-03-23,21.82,54.6,0.0,212.41,59.45,88.56,0.0,11.91,88.52,100.13,10.35,62.15,,0.0,261.94,,0.0,7.83,50.96,208.15,0.0,21.82,,21.33,7.94,61.37,0.0,0.0,81.75,4.41
2023-03-24,21.86,54.13,0.0,212.84,59.32,88.53,0.0,11.83,88.03,99.86,10.37,62.37,,0.0,262.31,,0.0,7.83,50.61,208.38,0.0,22.05,,21.37,7.88,61.29,0.0,0.0,81.9,4.43
2023-03-25,21.86,54.13,0.0,212.84,59.32,88.53,0.0,11.83,88.03,99.86,10.37,62.37,,0.0,262.31,,0.0,7.83,50.61,208.38,0.0,22.05,,21.37,7.88,61.29,0.0,0.0,81.9,4.43
2023-03-26,21.86,54.13,0.0,212.84,59.32,88.53,0.0,11.83,88.03,99.86,10.37,62.37,,0.0,262.31,,0.0,7.83,50.61,208.38,0.0,22.05,,21.37,7.88,61.29,0.0,0.0,81.9,4.43
2023-03-27,21.87,54.01,0.0,213.08,59.34,88.5,0.0,11.77,87.65,99.77,10.37,62.39,,0.0,262.22,,0.0,7.78,50.44,208.54,0.0,21.87,,21.39,7.83,61.13,0.0,0.0,81.96,4.42
2023-03-28,21.82,54.2,0.0,212.53,59.58,88.71,0.0,11.8,87.8,100.1,10.35,62.25,,0.0,261.7,,0.0,7.81,50.56,208.15,0.0,21.84,,21.34,7.85,61.17,0.0,0.0,81.76,4.39
2023-03-29,21.84,54.26,0.0,212.78,59.8,88.14,0.0,11.84,88.1,100.25,10.36,61.78,,0.0,261.81,,0.0,7.85,50.82,208.38,0.0,21.85,,21.36,7.86,61.23,0.0,0.0,81.85,4.41
2023-03-30,21.84,54.26,0.0,212.78,59.8,88.14,0.0,11.84,88.1,100.25,10.36,61.78,,0.0,261.81,,0.0,7.85,50.82,208.38,0.0,21.85,,21.36,7.86,61.23,0.0,0.0,81.85,4.41
2023-03-31,21.81,54.34,0.0,212.46,60.06,88.67,0.0,11.89,88.45,100.63,10.34,61.14,,0.0,261.2,,0.0,7.82,50.91,208.05,0.0,21.82,,21.34,7.84,61.21,0.0,0.0,81.72,4.49
2023-04-01,21.81,54.34,0.0,212.46,60.06,88.67,0.0,11.89,88.45,100.63,10.34,61.14,,0.0,261.2,,0.0,7.82,50.91,208.05,0.0,21.82,,21.34,7.84,61.21,0.0,0.0,81.72,4.49
2023-04-02,21.81,54.34,0.0,212.46,60.06,88.67,0.0,11.89,88.45,100.63,10.34,61.14,,0.0,261.2,,0.0,7.82,50.91,208.05,0.0,21.82,,21.34,7.84,61.21,0.0,0.0,81.72,4.49
2023-04-03,21.9,54.15,0.0,213.31,60.35,88.64,0.0,11.82,87.95,100.17,10.38,61.15,,0.0,261.82,,0.0,7.79,50.62,208.89,0.0,21.92,,21.42,7.82,61.13,0.0,0.0,82.0,4.5
2023-04-04,21.9,54.15,0.0,213.31,60.35,88.64,0.0,11.82,87.95,100.17,10.38,61.15,,0.0,261.82,,0.0,7.79,50.62,208.89,0.0,21.92,,21.42,7.82,61.13,0.0,0.0,82.0,4.5
2023-04-05,21.8,54.64,0.0,212.36,60.41,89.4,0.0,11.94,88.9,101.39,10.34,61.65,,0.0,261.1,,0.0,7.88,51.45,207.95,0.0,21.79,,21.35,7.91,61.24,0.0,0.0,81.68,4.47
2023-04-06,21.76,54.1,0.0,211.99,60.1,89.1,0.0,11.85,88.17,100.81,10.32,61.79,,0.0,260.48,,0.0,7.74,50.87,207.59,0.0,21.76,,21.3,7.78,60.98,0.0,0.0,81.54,4.42
2023-04-07,21.76,54.1,0.0,211.99,60.1,89.1,0.0,11.85,88.17,100.81,10.32,61.79,,0.0,260.48,,0.0,7.74,50.87,207.59,0.0,21.76,,21.3,7.78,60.98,0.0,0.0,81.54,4.42
2023-04-08,21.76,54.1,0.0,211.99,60.1,89.1,0.0,11.85,88.17,100.81,10.32,61.79,,0.0,260.48,,0.0,7.74,50.87,207.59,0.0,21.76,,21.3,7.78,60.98,0.0,0.0,81.54,4.42
2023-04-09,21.76,54.1,0.0,211.99,60.1,89.1,0.0,11.85,88.17,100.81,10.32,61.79,,0.0,260.48,,0.0,7.74,50.87,207.59,0.0,21.76,,21.3,7.78,60.98,0.0,0.0,81.54,4.42
2023-04-10,21.74,53.72,0.0,211.81,59.92,89.12,0.0,11.85,88.18,100.52,10.31,61.06,,0.0,260.3,,0.0,7.72,50.38,207.29,0.0,21.76,,21.29,7.74,60.88,0.0,0.0,81.47,4.37
2023-04-11,21.77,53.86,0.0,212.05,60.07,89.03,0.0,11.84,88.11,100.55,10.32,60.79,,0.0,260.45,,0.0,7.72,50.36,207.64,0.0,21.76,,21.31,7.73,60.88,0.0,0.0,81.56,4.33
2023-04-12,21.79,53.8,0.0,212.29,60.27,89.67,0.0,11.9,88.54,100.87,10.33,60.63,,0.0,261.14,,0.0,7.69,50.13,207.87,0.0,21.83,,21.33,7.78,60.93,0.0,0.0,81.65,4.35
2023-04-13,21.78,54.22,0.0,212.16,60.35,90.2,0.0,11.95,89.01,101.29,10.33,60.87,,0.0,261.21,,0.0,7.78,50.3,207.75,0.0,21.83,,21.32,7.85,61.16,0.0,0.0,81.6,4.35
2023-04-14,21.78,54.22,0.0,212.16,60.35,90.2,0.0,11.95,89.01,101.29,10.33,60.87,,0.0,261.21,,0.0,7.78,50.3,207.75,0.0,21.83,,21.32,7.85,61.16,0.0,0.0,81.6,4.35
2023-04-15,21.73,54.08,0.0,211.64,60.54,90.28,0.0,11.94,88.92,100.44,10.3,60.49,,0.0,260.25,,0.0,7.78,50.05,207.13,0.0,21.78,,21.27,7.84,60.85,0.0,0.0,81.4,4.41
2023-04-16,21.73,54.08,0.0,211.64,60.54,90.28,0.0,11.94,88.92,100.44,10.3,60.49,,0.0,260.25,,0.0,7.78,50.05,207.13,0.0,21.78,,21.27,7.84,60.85,0.0,0.0,81.4,4.41
2023-04-17,21.75,54.1,0.0,211.86,60.6,90.28,0.0,11.94,88.81,100.46,10.31,60.48,,0.0,260.69,,0.0,7.8,50.07,207.47,0.0,21.78,,21.29,7.84,60.81,0.0,0.0,81.49,4.41
2023-04-18,21.78,54.27,0.0,212.21,60.61,90.13,0.0,11.91,88.63,100.46,10.33,60.33,,0.0,261.14,,0.0,7.75,50.11,207.8,0.0,21.86,,21.31,7.85,60.83,0.0,0.0,81.62,4.37
2023-04-19,21.81,54.41,0.0,212.41,60.6,90.32,0.0,11.96,89.0,100.81,10.34,60.49,,0.0,261.28,,0.0,7.75,50.28,208.0,0.0,21.9,,21.34,7.87,60.89,0.0,0.0,81.7,4.4
2023-04-20,21.84,54.29,0.0,212.75,60.36,90.46,0.0,11.96,89.02,101.05,10.36,60.39,,0.0,261.6,,0.0,7.69,49.91,208.33,0.0,21.94,,21.39,7.86,60.97,0.0,0.0,81.83,4.41
2023-04-21,21.81,54.38,0.0,212.46,60.19,90.74,0.0,11.95,88.98,101.03,10.35,60.68,,0.0,261.41,,0.0,7.67,49.88,208.05,0.0,21.84,,21.36,7.89,60.93,0.0,0.0,81.72,4.44
2023-04-22,21.81,54.38,0.0,212.46,60.19,90.74,0.0,11.95,88.98,101.03,10.35,60.68,,0.0,261.41,,0.0,7.67,49.88,208.05,0.0,21.84,,21.36,7.89,60.93,0.0,0.0,81.72,4.44
2023-04-23,21.81,54.38,0.0,212.46,60.19,90.74,0.0,11.95,88.98,101.03,10.35,60.68,,0.0,261.41,,0.0,7.67,49.88,208.05,0.0,21.84,,21.36,7.89,60.93,0.0,0.0,81.72,4.44
2023-04-24,21.8,54.03,0.0,212.38,59.9,90.76,0.0,11.97,89.07,100.96,10.34,60.45,,0.0,261.13,,0.0,7.67,49.7,207.97,0.0,21.92,,21.35,7.88,60.8,0.0,0.0,81.69,4.42
2023-04-25,21.75,53.89,0.0,211.86,59.79,91.08,0.0,12.01,89.41,101.1,10.31,60.3,,0.0,260.45,,0.0,7.7,49.86,207.45,0.0,21.85,,21.3,7.9,60.73,0.0,0.0,81.48,4.4
2023-04-26,21.7,53.12,0.0,211.39,59.29,90.62,0.0,11.97,89.18,100.76,10.29,60.54,,0.0,260.23,,0.0,7.61,49.38,206.98,0.0,21.73,,21.24,7.82,60.55,0.0,0.0,81.3,4.36
2023-04-27,21.7,53.21,0.0,211.39,59.26,90.48,0.0,11.98,89.23,100.81,10.29,60.51,,0.0,260.27,,0.0,7.62,49.43,207.01,0.0,21.73,,21.25,7.84,60.54,0.0,0.0,81.31,4.34
2023-04-28,21.72,53.42,0.0,211.58,59.46,90.21,0.0,11.96,89.06,101.06,10.3,60.47,,0.0,260.58,,0.0,7.62,49.68,207.18,0.0,21.86,,21.27,7.87,60.63,0.0,0.0,81.38,4.36
2023-04-29,21.71,53.4,0.0,211.47,59.44,90.18,0.0,11.95,89.03,101.63,10.3,59.35,,0.0,260.14,,0.0,7.61,49.9,206.96,0.0,21.84,,21.26,7.88,60.59,0.0,0.0,81.35,4.36
