DATE,AED,AUD,BDT,BHD,CAD,CHF,CNY,DKK,EUR,GBP,HKD,JPY,KES,KRW,KWD,LKR,MYR,NOK,NZD,OMR,PKR,QAR,RUB,SAR,SEK,SGD,THB,TRY,USD,ZAR
2024-11-28,22.43,53.8,0.0,217.0,59.52,94.08,0.0,11.85,87.95,105.7,10.77,55.05,0.0,0.0,267.6,0.0,0.0,7.56,48.76,213.2,0.0,21.82,0.0,22.02,7.67,62.15,0.0,0.0,84.05,4.52
2024-11-29,22.44,54.02,0.0,217.1,59.67,94.31,0.0,11.87,88.11,106.1,10.77,55.56,0.0,0.0,267.7,0.0,0.0,7.61,48.88,213.4,0.0,21.79,0.0,22.03,7.69,62.27,0.0,0.0,84.09,4.56
2024-11-30,22.46,54.0,0.0,217.2,59.6,94.42,0.0,11.89,88.26,106.4,10.78,55.82,0.0,0.0,267.9,0.0,0.0,7.62,49.02,213.6,0.0,22.65,0.0,22.04,7.71,62.33,0.0,0.0,84.15,4.56
2024-12-02,22.46,53.94,0.0,211.3,59.54,94.08,0.0,11.83,87.82,106.1,10.78,55.5,0.0,0.0,268.0,0.0,0.0,7.56,48.85,212.5,0.0,21.72,0.0,22.07,7.66,62.1,0.0,0.0,84.16,4.55
2024-12-03,22.48,53.76,0.0,217.5,59.53,93.75,0.0,11.8,87.59,105.8,10.79,55.74,0.0,0.0,268.2,0.0,0.0,7.56,48.74,213.8,0.0,21.72,0.0,22.06,7.63,62.06,0.0,0.0,84.25,4.54
2024-12-04,22.5,53.45,0.0,217.6,59.49,94.03,0.0,11.83,87.81,106.0,10.79,55.83,0.0,0.0,268.4,0.0,0.0,7.59,48.56,213.9,0.0,21.78,0.0,22.08,7.63,62.17,0.0,0.0,84.3,4.55
2024-12-05,22.5,53.49,0.0,217.6,59.5,94.29,0.0,11.85,87.93,106.4,10.8,55.74,0.0,0.0,268.4,0.0,0.0,7.62,48.44,213.9,0.0,21.78,0.0,22.08,7.7,62.14,0.0,0.0,84.32,4.55
2024-12-06,22.48,53.47,0.0,217.5,59.62,94.81,0.0,11.9,88.34,106.7,10.79,55.88,0.0,0.0,268.3,0.0,0.0,7.6,48.7,213.8,0.0,22.68,0.0,22.07,7.74,62.46,0.0,0.0,84.25,4.58
2024-12-07,22.49,53.08,0.0,217.6,59.09,94.78,0.0,11.9,88.35,106.6,10.8,55.82,0.0,0.0,268.4,0.0,0.0,7.53,48.35,213.8,0.0,21.81,0.0,22.07,7.69,62.29,0.0,0.0,84.27,3.87
2024-12-09,22.5,53.47,0.0,217.6,59.15,94.78,0.0,11.9,88.32,106.9,10.81,55.68,0.0,0.0,268.5,0.0,0.0,7.56,48.54,213.9,0.0,21.75,0.0,22.09,7.7,62.45,0.0,0.0,84.32,4.62
2024-12-10,22.52,53.23,0.0,217.8,59.06,94.97,0.0,11.9,88.28,106.7,10.82,55.44,0.0,0.0,268.7,0.0,0.0,7.54,48.45,214.1,0.0,21.81,0.0,22.1,7.7,62.5,0.0,0.0,84.38,4.64
2024-12-11,22.54,53.17,0.0,217.9,59.21,94.53,0.0,11.88,88.17,107.1,10.82,55.34,0.0,0.0,268.8,0.0,0.0,7.56,48.26,214.3,0.0,21.86,0.0,22.11,7.68,62.51,0.0,0.0,84.45,4.65
2024-12-12,22.54,53.43,0.0,217.9,59.28,94.48,0.0,11.86,87.98,107.1,10.83,55.08,0.0,0.0,268.8,0.0,0.0,7.57,48.29,214.3,0.0,21.86,0.0,22.11,7.69,62.42,0.0,0.0,84.45,4.68
2024-12-13,22.54,52.97,0.0,218.0,58.9,93.55,0.0,11.81,87.6,106.2,10.83,54.83,0.0,0.0,268.7,0.0,0.0,7.53,47.92,214.3,0.0,21.78,0.0,22.12,7.64,62.19,0.0,0.0,84.46,4.65
2024-12-16,22.53,52.98,0.0,213.0,58.91,93.64,0.0,11.86,87.97,105.9,10.82,54.51,0.0,0.0,268.3,0.0,0.0,7.55,47.97,214.5,0.0,21.91,0.0,22.13,7.67,62.1,0.0,0.0,84.42,4.64
2024-12-17,22.55,52.99,0.0,218.0,58.86,93.4,0.0,11.87,88.09,106.4,10.84,54.54,0.0,0.0,268.8,0.0,0.0,7.56,47.98,214.4,0.0,21.93,0.0,22.13,7.74,62.1,0.0,0.0,84.49,4.64
2024-12-18,22.55,52.66,0.0,218.1,58.6,93.61,0.0,11.86,87.99,106.6,10.84,54.65,0.0,0.0,269.0,0.0,0.0,7.53,47.79,214.4,0.0,21.89,0.0,22.13,7.7,62.11,0.0,0.0,84.51,4.58
2024-12-19,22.58,51.95,0.0,218.4,58.23,92.89,0.0,11.73,87.06,105.7,10.85,54.14,0.0,0.0,269.0,0.0,0.0,7.43,46.86,214.7,0.0,21.65,0.0,22.16,7.6,61.68,0.0,0.0,84.62,4.54
2024-12-20,22.56,51.83,0.0,218.1,58.18,93.12,0.0,11.71,86.85,104.8,10.85,53.49,0.0,0.0,268.7,0.0,0.0,7.36,46.8,214.5,0.0,21.84,0.0,22.14,7.64,61.71,0.0,0.0,84.55,4.5
2024-12-21,22.58,52.11,0.0,218.3,58.45,93.59,0.0,11.79,87.48,105.6,10.84,53.73,0.0,0.0,268.9,0.0,0.0,7.43,47.07,214.7,0.0,21.89,0.0,22.16,7.65,61.93,0.0,0.0,84.6,4.53
2024-12-23,22.58,52.16,0.0,213.7,58.51,93.67,0.0,11.8,87.57,105.7,10.85,53.7,0.0,0.0,268.9,0.0,0.0,7.47,47.08,214.8,0.0,21.98,0.0,22.18,7.66,62.0,0.0,0.0,84.6,4.53
2024-12-24,22.6,52.04,0.0,218.5,58.49,93.15,0.0,11.76,87.3,105.4,10.87,53.57,0.0,0.0,269.0,0.0,0.0,7.43,47.02,214.9,0.0,21.92,0.0,22.19,7.64,61.88,0.0,0.0,84.7,4.47
2024-12-26,22.64,52.3,0.0,218.9,58.71,93.28,0.0,11.79,87.5,105.7,10.89,53.56,0.0,0.0,269.5,0.0,0.0,7.42,47.25,215.2,0.0,22.03,0.0,22.26,7.59,62.04,0.0,0.0,84.85,4.44
2024-12-27,22.72,52.16,0.0,220.0,58.69,93.63,0.0,11.84,87.88,105.9,10.93,53.68,0.0,0.0,270.4,0.0,0.0,7.45,47.06,216.3,0.0,22.11,0.0,22.34,7.68,62.16,0.0,0.0,85.15,4.42
2024-12-30,22.71,52.34,0.0,213.8,58.69,93.32,0.0,11.85,87.94,106.3,10.93,53.58,0.0,0.0,270.3,0.0,0.0,7.47,47.32,215.9,0.0,22.0,0.0,22.32,7.71,62.22,0.0,0.0,85.1,4.47
2024-12-31,22.74,52.2,0.0,219.8,58.96,93.34,0.0,11.85,87.93,106.2,10.94,54.11,0.0,0.0,270.8,0.0,0.0,7.5,47.23,216.1,0.0,21.96,0.0,22.32,7.71,62.21,0.0,0.0,85.2,4.44
